generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
276,358,1.3335867235264851e-05,1.6554553178856428e-05,1.5955586953390763e-05,5.077319657073132e-07
277,357,1.363887794608623e-05,1.6554553178856428e-05,1.5949392972398355e-05,5.09654084715534e-07
278,367,1.363887794608623e-05,1.6554553178856428e-05,1.5917975485308588e-05,5.674885567826722e-07
279,343,1.363887794608623e-05,1.65741601416704e-05,1.5943288933478976e-05,5.550022188318849e-07
280,342,1.302440871356182e-05,1.65741601416704e-05,1.5943312781022897e-05,5.494395272402405e-07
281,329,1.302440871356182e-05,1.651750831851234e-05,1.593035423444062e-05,5.627665613728645e-07
282,330,1.3658947838131777e-05,1.651750831851234e-05,1.598460047113646e-05,4.7402804627352364e-07
283,349,1.3819550109306353e-05,1.653208895386805e-05,1.601318897360186e-05,4.1203788977159015e-07
284,327,1.3471855635970063e-05,1.653208895386805e-05,1.5985138207219463e-05,4.779345022316706e-07
285,334,1.3471855635970063e-05,1.653208895386805e-05,1.595668448393864e-05,4.822683178460016e-07
286,333,1.3554553392926365e-05,1.653208895386805e-05,1.595634204187302e-05,4.794876848430931e-07
287,342,1.3554553392926365e-05,1.653208895386805e-05,1.5979910345374435e-05,4.80840037191844e-07
288,340,1.3554553392926365e-05,1.653208895386805e-05,1.5985888530155207e-05,4.88567961034012e-07
289,321,1.389876043391231e-05,1.653208895386805e-05,1.596634464959085e-05,4.83096748464336e-07
290,332,1.3077046732637181e-05,1.653208895386805e-05,1.5947069888594327e-05,5.347750381232611e-07
291,349,1.3077046732637181e-05,1.6674722241054235e-05,1.595743773472742e-05,5.345584878032853e-07
292,342,1.3160324475436778e-05,1.6674722241054235e-05,1.5939349760365958e-05,5.628659318846543e-07
293,346,1.389876043391231e-05,1.6674722241054235e-05,1.5913952819700816e-05,5.400686177949275e-07
294,343,1.389876043391231e-05,1.6674722241054235e-05,1.5869511880484038e-05,5.886805778326021e-07
295,350,1.389876043391231e-05,1.6674722241054235e-05,1.587717214547843e-05,5.836390962252522e-07
296,330,1.3582153789192198e-05,1.6674722241054235e-05,1.5893779941032682e-05,5.544509350458232e-07
297,328,1.389876043391231e-05,1.6674722241054235e-05,1.588050890195303e-05,5.836747869197564e-07
298,348,1.3984032288606773e-05,1.6674722241054235e-05,1.5899184291412946e-05,5.654456098953112e-07
299,335,1.3984032288606773e-05,1.7078370774803436e-05,1.593721932375728e-05,5.604857831645862e-07
