generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
105,355,1.8614375160959266e-05,2.158807120346546e-05,2.0076811367795398e-05,8.097671527482448e-07
106,345,1.8614375160959266e-05,2.158807120346546e-05,2.0141289433325657e-05,7.758755524465578e-07
107,328,1.8614375160959266e-05,2.158807120346546e-05,2.0257305310306062e-05,7.721860302335086e-07
108,355,1.8614375160959266e-05,2.1962902392799256e-05,2.0330122324318376e-05,7.667902660416292e-07
109,337,1.820998854456676e-05,2.1962902392799256e-05,2.033686570467277e-05,7.683492377134644e-07
110,362,1.7711768440791607e-05,2.1962902392799256e-05,2.0267898320364748e-05,7.809960164803641e-07
111,345,1.7711768440791607e-05,2.1962902392799256e-05,2.0288595974524796e-05,7.668114350318225e-07
112,342,1.7711768440791607e-05,2.1962902392799256e-05,2.0304811490912638e-05,7.646729701039954e-07
113,319,1.7711768440791607e-05,2.1962902392799256e-05,2.0358614193457243e-05,7.90716093702415e-07
114,335,1.7711768440791607e-05,2.1962902392799256e-05,2.0402208245090407e-05,7.964786736045103e-07
115,333,1.7711768440791607e-05,2.1962902392799256e-05,2.047036665139349e-05,8.184586822856527e-07
116,334,1.7711768440791607e-05,2.1962902392799256e-05,2.0528085925983208e-05,7.627681638743632e-07
117,351,1.7711768440791607e-05,2.1962902392799256e-05,2.0473328484138343e-05,8.026607436070524e-07
118,354,1.7783280599530918e-05,2.1962902392799256e-05,2.0518324643555046e-05,7.899016375919793e-07
119,326,1.7783280599530918e-05,2.1962902392799256e-05,2.051291026757461e-05,8.132858212623203e-07
120,351,1.8884843783298404e-05,2.1962902392799256e-05,2.057576685871518e-05,7.879577975694458e-07
121,356,1.8748998059836095e-05,2.1992312881589468e-05,2.0534393052587778e-05,8.191726887111056e-07
122,350,1.8884843783298404e-05,2.1992312881589468e-05,2.0643893417788645e-05,7.832434879163861e-07
123,364,1.8884843783298404e-05,2.1992312881589468e-05,2.063894393793814e-05,7.870036665068271e-07
124,352,1.8641093833070234e-05,2.1992312881589468e-05,2.0645156479183377e-05,7.465651371934851e-07
125,337,1.8641093833070234e-05,2.1992312881589468e-05,2.0671125328108313e-05,7.487310753940591e-07
126,350,1.8641093833070234e-05,2.1992312881589468e-05,2.0738660621127545e-05,7.740226691727922e-07
127,364,1.8641093833070234e-05,2.207385543425495e-05,2.075217996965268e-05,7.843976364891541e-07
128,339,1.8309968294331252e-05,2.207385543425495e-05,2.08098896218458e-05,7.670706196612469e-07
129,346,1.8982626668965027e-05,2.207385543425495e-05,2.0845375891304246e-05,7.037937378599006e-07
130,349,1.8982626668965027e-05,2.227840196846752e-05,2.0894144870330098e-05,7.310031222813415e-07
131,338,1.902171108145994e-05,2.227840196846752e-05,2.0937563394247717e-05,6.854028965880841e-07
132,350,1.902171108145994e-05,2.2152456937066435e-05,2.0981099333877083e-05,6.411857688619074e-07
133,349,1.8940850613623925e-05,2.2152456937066435e-05,2.1030799844356726e-05,6.336855320911286e-07
134,345,1.902171108145994e-05,2.212610039295725e-05,2.1112475209056466e-05,5.522691398616063e-07
135,346,1.902171108145994e-05,2.212610039295725e-05,2.1103026895778117e-05,5.799820831564642e-07
136,329,1.91615202251543e-05,2.212610039295725e-05,2.107016226796187e-05,5.521887059658474e-07
137,354,1.91615202251543e-05,2.2187176917091518e-05,2.109560178824319e-05,5.361079421933636e-07
138,329,1.91615202251543e-05,2.2187176917091518e-05,2.110230191135982e-05,4.906107485653551e-07
139,325,1.91615202251543e-05,2.2187176917091518e-05,2.108041313035582e-05,5.057192608350206e-07
140,344,1.91615202251543e-05,2.2187176917091518e-05,2.1104933661356358e-05,4.7457345757114583e-07
141,333,1.91615202251543e-05,2.2221371908745844e-05,2.1106889249783344e-05,4.2027154092118006e-07
142,348,1.9614192609048396e-05,2.2187176917091518e-05,2.1098315001200803e-05,4.2566075773238646e-07
143,353,1.9614192609048396e-05,2.2187176917091518e-05,2.109090504161619e-05,4.390666866937922e-07
144,340,1.9091821524812557e-05,2.2187176917091518e-05,2.1070319881040404e-05,4.5535550093283506e-07
145,347,1.9091821524812557e-05,2.221102826691424e-05,2.1063869705505148e-05,4.659368858557304e-07
146,360,1.8294455728092194e-05,2.235689630482684e-05,2.108916482318828e-05,4.915732547302846e-07
147,338,1.9497290518368934e-05,2.235689630482684e-05,2.1057282132113148e-05,4.890246690707663e-07
148,336,1.9614192609048396e-05,2.235689630482684e-05,2.103328729559119e-05,5.060042646731267e-07
149,360,1.9614192609048396e-05,2.235689630482684e-05,2.101742722194524e-05,5.28582906350658e-07
150,352,1.959116201750125e-05,2.221102826691424e-05,2.101629648609914e-05,5.461816310784538e-07
151,352,1.959116201750125e-05,2.221102826691424e-05,2.1023553326065765e-05,5.14737515428071e-07
152,339,1.9614192609048396e-05,2.221102826691424e-05,2.1049690965822483e-05,4.577431134452388e-07
153,342,1.9614192609048396e-05,2.221102826691424e-05,2.1077583281702172e-05,4.45963664529613e-07
154,344,1.9809246223634725e-05,2.221102826691424e-05,2.1082910395495267e-05,4.3843825085527855e-07
155,359,1.9640239204000285e-05,2.221102826691424e-05,2.1094832761617773e-05,4.272373643911713e-07
156,332,1.9809246223634725e-05,2.274594763626127e-05,2.1125350176409298e-05,4.2555691358313425e-07
157,345,1.9809246223634725e-05,2.274594763626127e-05,2.1131170708390754e-05,4.239583540792939e-07
158,343,1.8885454325893644e-05,2.221102826691424e-05,2.112778075807104e-05,4.332468228621022e-07
159,350,1.8885454325893644e-05,2.221102826691424e-05,2.11081821652788e-05,4.528291172814448e-07
160,346,1.9277150539723088e-05,2.221102826691424e-05,2.1085265831311688e-05,4.0649290113832283e-07
161,338,1.9277150539723088e-05,2.221102826691424e-05,2.109476987522043e-05,3.6559118941736787e-07
162,338,1.9277150539723088e-05,2.221102826691424e-05,2.1087823186460146e-05,3.572053742821966e-07
163,357,1.9277150539723088e-05,2.221102826691424e-05,2.1094146469288594e-05,3.813319578397851e-07
164,327,1.9277150539723088e-05,2.221102826691424e-05,2.108686844708794e-05,4.026541871351951e-07
165,345,1.9277150539723088e-05,2.221102826691424e-05,2.1101112939853934e-05,3.9438597932537786e-07
166,348,1.9407887652140565e-05,2.221102826691424e-05,2.109892400497964e-05,4.155862059779183e-07
167,339,1.9407887652140565e-05,2.221102826691424e-05,2.110077376857939e-05,4.0762900486736956e-07
168,352,1.936488538117793e-05,2.221102826691424e-05,2.1091048927323322e-05,4.279681667224952e-07
169,336,1.9407887652140565e-05,2.221102826691424e-05,2.1089878539241435e-05,4.233199893939165e-07
170,350,1.9407887652140565e-05,2.221102826691424e-05,2.107047605065108e-05,4.148397770867656e-07
171,350,1.9771027743040203e-05,2.221102826691424e-05,2.1065294597271246e-05,4.070038539319144e-07
172,332,1.9771027743040203e-05,2.2436582566261405e-05,2.10355619471849e-05,4.0016521241705246e-07
173,351,1.9771027743040203e-05,2.221102826691424e-05,2.1026128959450542e-05,4.330472273657983e-07
174,358,1.9423803565933073e-05,2.221102826691424e-05,2.1034199149061366e-05,4.5025762878379906e-07
175,349,1.9423803565933073e-05,2.221102826691424e-05,2.104361679641635e-05,4.4330283645551894e-07
176,351,1.9681251217000334e-05,2.221102826691424e-05,2.1073006568150147e-05,4.262360173987813e-07
177,327,1.9771027743040203e-05,2.2210038678069715e-05,2.1113846798466043e-05,4.1893396546979914e-07
178,350,1.968615080891087e-05,2.2210038678069715e-05,2.1131878020933098e-05,4.4591549200138343e-07
179,348,1.968615080891087e-05,2.2210038678069715e-05,2.114528069513834e-05,4.776252121969977e-07
180,335,1.9676999780187437e-05,2.2210038678069715e-05,2.116915204111406e-05,5.007496262595755e-07
181,332,1.968615080891087e-05,2.2210038678069715e-05,2.118345643330366e-05,4.811532280613301e-07
182,345,1.968615080891087e-05,2.2210038678069715e-05,2.1206789595452237e-05,4.884724431756281e-07
183,350,1.9771027743040203e-05,2.2210038678069715e-05,2.1204139774966892e-05,4.965131410687866e-07
184,347,1.942751615114998e-05,2.2210038678069715e-05,2.121091480822261e-05,4.7428423174243023e-07
185,360,1.9919857737507326e-05,2.2275363586092494e-05,2.117597701933554e-05,4.680190413355574e-07
186,339,1.9919857737507326e-05,2.2275363586092494e-05,2.1150588599379654e-05,4.784385235439046e-07
187,336,1.9919857737507326e-05,2.2275363586092494e-05,2.113297778043595e-05,4.591926358117623e-07
188,354,1.9977635541753548e-05,2.2275363586092494e-05,2.1158389103814673e-05,4.714989731203259e-07
189,341,1.9977635541753548e-05,2.2275363586092494e-05,2.1136903385469623e-05,4.666216425327815e-07
190,334,1.9605614229166904e-05,2.2275363586092494e-05,2.1132308440350616e-05,4.716296292932931e-07
191,346,1.887549450933591e-05,2.2275363586092494e-05,2.114260198706513e-05,4.666384369050508e-07
192,333,1.9167832382977657e-05,2.238307315699717e-05,2.1150272524838263e-05,4.872554217322192e-07
193,347,1.9277065084548857e-05,2.2275363586092494e-05,2.116987794670001e-05,4.924613058434479e-07
194,334,1.9277065084548857e-05,2.2275363586092494e-05,2.1175989687280092e-05,5.058312786283034e-07
195,336,1.8722827053512818e-05,2.2275363586092494e-05,2.11851475618355e-05,5.228255670065754e-07
196,334,1.8722827053512818e-05,2.2275363586092494e-05,2.1191171724810357e-05,5.128533209090902e-07
197,348,1.8722827053512818e-05,2.2275363586092494e-05,2.1197307986304602e-05,5.210019436853416e-07
198,351,1.8722827053512818e-05,2.2275363586092494e-05,2.122221241152617e-05,5.218083867983363e-07
199,362,1.8722827053512818e-05,2.2275363586092494e-05,2.125189620581179e-05,5.114245043042326e-07
200,358,1.8722827053512818e-05,2.2275363586092494e-05,2.1199038350074484e-05,5.371203027565238e-07
201,341,1.8722827053512818e-05,2.2441092393407657e-05,2.122876000126459e-05,5.03481580683576e-07
202,349,1.8722827053512818e-05,2.2441092393407657e-05,2.1210715378731027e-05,4.93916065302297e-07
203,341,2.0259835489305385e-05,2.252090512371308e-05,2.1258232732912856e-05,4.869877794089696e-07
204,344,1.9727894581165807e-05,2.252090512371308e-05,2.1261695590298724e-05,5.080241979097592e-07
205,335,1.954144271081529e-05,2.24240255090354e-05,2.1259073316986208e-05,5.121788110116713e-07
206,323,1.954144271081529e-05,2.24240255090354e-05,2.1274922607272735e-05,5.378969654459703e-07
207,348,1.956922516600508e-05,2.2591844093125618e-05,2.1286610145957805e-05,5.424644090786027e-07
208,336,1.956922516600508e-05,2.2591844093125618e-05,2.1322011079698892e-05,5.655992691405136e-07
209,339,1.924444691633887e-05,2.24240255090354e-05,2.1330832673259232e-05,6.216795228090037e-07
210,344,1.86118750538875e-05,2.2782124022319774e-05,2.134553419685623e-05,6.433389454922929e-07
211,329,1.86118750538875e-05,2.2782124022319774e-05,2.135190717138906e-05,6.591734041661643e-07
212,339,1.86118750538875e-05,2.231800187784071e-05,2.1340202968387352e-05,6.7230039056388e-07
213,338,1.86118750538875e-05,2.3609472833100883e-05,2.1329850520089648e-05,6.659733214973739e-07
214,350,1.86118750538875e-05,2.231800187784071e-05,2.1385119225424563e-05,6.603173908472859e-07
215,358,1.8962633290353672e-05,2.237067343082625e-05,2.144443822798337e-05,6.468740537471547e-07
216,331,1.8962633290353672e-05,2.243046249918325e-05,2.1489320537414537e-05,6.637304376869255e-07
217,338,1.8962633290353672e-05,2.243046249918325e-05,2.154384416288769e-05,6.476954793902583e-07
218,332,1.9727894581165807e-05,2.2500339879685958e-05,2.1572195631151357e-05,6.126613490898484e-07
219,341,1.9727894581165807e-05,2.2726778232910222e-05,2.1616091899165335e-05,6.136378000787343e-07
220,319,1.9727894581165807e-05,2.2726778232910222e-05,2.1594338441915566e-05,6.075439607123959e-07
221,354,1.9727894581165807e-05,2.296125451263803e-05,2.1619799900823978e-05,6.097162985869813e-07
222,346,1.873208444538576e-05,2.296125451263803e-05,2.160810409385503e-05,6.149319864221354e-07
223,347,1.873208444538576e-05,2.256710227270963e-05,2.159658075161983e-05,6.303392430369867e-07
224,337,1.873208444538576e-05,2.3440826273422597e-05,2.158355261552967e-05,6.461414263544266e-07
225,340,1.873208444538576e-05,2.3440826273422597e-05,2.158724232225325e-05,6.501933819021374e-07
226,357,1.873208444538576e-05,2.388323405648557e-05,2.157076281811631e-05,6.906806218855429e-07
227,358,1.8662105096134e-05,2.388323405648557e-05,2.1570157111479132e-05,7.172112300723934e-07
228,348,1.873208444538576e-05,2.388323405648557e-05,2.158891138878303e-05,7.254267362414599e-07
229,352,1.873208444538576e-05,2.2817873138731725e-05,2.1631456514448084e-05,6.575964589170639e-07
230,349,1.873208444538576e-05,2.2817873138731725e-05,2.1681617804633503e-05,6.556332538489833e-07
231,353,1.9727894581165807e-05,2.2817873138731725e-05,2.174423104848702e-05,6.124064401972104e-07
232,344,1.9727894581165807e-05,2.2817873138731725e-05,2.173421577696678e-05,6.341934621838179e-07
233,346,1.9727894581165807e-05,2.2817873138731725e-05,2.1734481197968244e-05,6.08939622288095e-07
234,348,1.907915300774871e-05,2.2817873138731725e-05,2.1756375803296007e-05,6.326214827515588e-07
235,350,1.907915300774871e-05,2.2817873138731725e-05,2.1791215716837193e-05,5.957006765327471e-07
236,348,1.907915300774871e-05,2.339768517203461e-05,2.1735021304541062e-05,6.221215791858685e-07
237,353,1.95996956503386e-05,2.339768517203461e-05,2.177021431181429e-05,6.177921130758746e-07
238,335,1.95996956503386e-05,2.3228371482129128e-05,2.1743261069230722e-05,6.314899921487803e-07
239,334,1.9395948955403426e-05,2.3228371482129128e-05,2.177118239174376e-05,6.383634164401995e-07
240,328,1.9395948955403426e-05,2.3228371482129128e-05,2.179313208715496e-05,6.317105614049367e-07
241,347,1.95996956503386e-05,2.3547394749253705e-05,2.1822528342837883e-05,5.958966849638077e-07
242,345,1.95996956503386e-05,2.3228371482129128e-05,2.1769749116703627e-05,5.955739886489757e-07
243,334,1.95996956503386e-05,2.3228371482129128e-05,2.1803764551328275e-05,6.05281328637131e-07
244,339,1.918204040196939e-05,2.3228371482129128e-05,2.180024975688397e-05,6.457705829870674e-07
245,346,1.95996956503386e-05,2.3228371482129128e-05,2.1848046538504836e-05,6.14907841085172e-07
246,343,1.9809463958552793e-05,2.3228371482129128e-05,2.183739640730778e-05,6.309998750760809e-07
247,351,1.9809463958552793e-05,2.3703556262746463e-05,2.1900310264312117e-05,6.234763497344363e-07
248,337,1.9809463958552793e-05,2.3228371482129128e-05,2.1905216366585538e-05,5.772268963359094e-07
249,351,1.9809463958552793e-05,2.3228371482129128e-05,2.1917778676017638e-05,5.91832113111739e-07
250,339,2.0211815873872297e-05,2.3228371482129128e-05,2.1954739214169548e-05,5.838185695020257e-07
251,345,2.0211815873872297e-05,2.3228371482129128e-05,2.1928695594000464e-05,5.807253946949468e-07
252,333,2.0211815873872297e-05,2.3228371482129128e-05,2.191382834212086e-05,6.084052373040421e-07
253,344,2.0211815873872297e-05,2.3228371482129128e-05,2.1903742817923196e-05,5.906000314365147e-07
254,338,2.0318047375936698e-05,2.3228371482129128e-05,2.1931777218986534e-05,5.577022034392322e-07
255,337,2.045378045395521e-05,2.3228371482129128e-05,2.189983835711104e-05,5.669773680193617e-07
256,351,2.0333449444923607e-05,2.3228371482129128e-05,2.1898458747264452e-05,5.733638627035386e-07
257,341,2.0318829225803224e-05,2.3228371482129128e-05,2.1957815327216298e-05,5.602767995867543e-07
258,335,2.0107039256141675e-05,2.3228371482129128e-05,2.1934251143508025e-05,5.614891010274242e-07
259,333,2.0318829225803224e-05,2.3134598182484197e-05,2.1917292021485813e-05,5.669325721234541e-07
260,347,2.0318829225803224e-05,2.3053578083001167e-05,2.188921130824081e-05,5.896927787146029e-07
261,349,2.0260966584308326e-05,2.3208199503173322e-05,2.1885309341231333e-05,6.158026515965856e-07
262,348,2.0260966584308326e-05,2.3208199503173322e-05,2.1860756842340722e-05,6.361864480523661e-07
263,349,1.9726305652384496e-05,2.3208199503173322e-05,2.1798370566118047e-05,6.585079595541711e-07
264,354,1.92775742950383e-05,2.3208199503173322e-05,2.186039272273443e-05,6.500107672287153e-07
265,333,1.92775742950383e-05,2.3255095146629704e-05,2.1906842911143773e-05,6.47381460000568e-07
266,352,1.92775742950383e-05,2.3255095146629704e-05,2.1895716473073913e-05,6.628373382943218e-07
267,328,1.92775742950383e-05,2.3255095146629704e-05,2.1923766540314476e-05,6.935919298154354e-07
268,361,2.0152722252877422e-05,2.3208199503173322e-05,2.193904415801572e-05,6.887002080517339e-07
269,353,2.0152722252877422e-05,2.3208199503173322e-05,2.195758402757184e-05,6.919040151992793e-07
270,333,2.0152722252877422e-05,2.3208199503173322e-05,2.197859108492791e-05,6.629724521600751e-07
271,353,2.0152722252877422e-05,2.3208199503173322e-05,2.2040687587552798e-05,6.344126428754564e-07
272,349,2.0152722252877422e-05,2.3208199503173322e-05,2.208478991616779e-05,5.943732537308741e-07
273,348,2.0152722252877422e-05,2.3208199503173322e-05,2.2097219868987978e-05,5.85628109581818e-07
274,332,1.94479057441518e-05,2.3428043862669566e-05,2.2149232376125785e-05,6.29891807319497e-07
275,344,1.94479057441518e-05,2.3428043862669566e-05,2.2143528071247965e-05,6.135243131384634e-07
276,358,1.94479057441518e-05,2.3208199503173322e-05,2.214195253847035e-05,5.654473725068803e-07
277,357,2.018695821429161e-05,2.3208199503173322e-05,2.2140592401680816e-05,5.736318875144692e-07
278,367,2.009172528212712e-05,2.324116899501059e-05,2.210610343098366e-05,6.277790391024976e-07
